CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.23463404498842955,0,7.851170512077179,0,0.6431975269701558,5.403025713278926,6.562608817781756,2.5283343317563616,14,322.70653006291207,19.002146588453343,22.760592199048624,9.675169767259291,172.7922805372272
1.5050607154587605,0,7.409363972159994,0,0.7832593975799919,3.609695632530562,54.941183206096454,2.777414434579842,10,415.99610252347924,17.023017176617422,20.99687358121196,19.311866726831248,207.01402203886602
0.6583728467727247,80,27.1876374156311,0,0.7560965578740955,5.58777925497553,59.08662673951145,4.533166653444354,12,272.8742569132746,13.663117002090823,170.96912094777457,4.54946489832071,209.27969136440169
0.4564712768879766,18,7.486385995485183,0,0.3923399428162642,6.9134737320174064,65.27281237772242,2.4713805139464804,16,652.92001656629,19.053805596474174,372.7302892246479,5.768101503949639,186.06782691872502
0.08481243523117314,70,8.15849178385893,0,0.38954968184488437,6.537629902949879,25.566622333181442,2.0400181634253496,15,544.1744533562753,14.915777167599307,114.36817665585278,4.628099340780462,127.6563548372641
0.08479814595730259,0,22.78194787253891,0,0.46090462064694804,6.428186247810576,36.45664275198644,2.361831216992924,10,472.8981354272897,14.829475680373312,170.8630722804175,7.10672271539483,118.51911040243685
0.029919384304340338,0,13.4921952735162,0,0.5166448358046223,5.720006698125521,84.36805296649777,3.6316002083191967,4,374.76833889247905,14.382877764480682,40.773522153043416,4.210737649045754,180.66064447927818
1.0056154322399697,70,23.301316708655435,0,0.5450733488450896,4.720969263780214,19.494276897015983,5.506963813573872,23,303.9690702145125,20.7512205735145,197.42911730759243,3.4451176208767174,113.78811677050449
0.45954107681363227,0,1.9609847269315572,0,0.7078183301000072,6.515294321624467,82.68678471733621,1.9856138892157476,9,675.915540230402,20.679644466821582,278.6188257142816,2.5428569906617766,191.98617828548703
0.6156250308522951,0,14.62713581020153,0,0.33400825929950123,5.165718189965375,56.26554229027424,2.856128091722342,21,415.9853693034983,18.309704448700582,108.46014447088783,2.4627169593470026,181.49667176220913
0.010399653999569311,0,1.008408005498479,0,0.3208036225356398,8.184096733380457,76.21875111940821,3.219347569851549,20,451.0131938891709,16.72980981370736,118.6845234114739,10.259415253488314,75.38218488109591
1.751778737579156,100,1.8795961036606357,0,0.5351463377663455,6.570507208354516,71.36073662634715,1.654851036524226,9,464.5801113785191,18.72114460098799,336.7900101625085,5.884259327859969,435.2977690517793
0.8932147716773375,100,27.193123600332328,0,0.7182982152827884,5.419351697446049,20.7511495384879,2.746173762109277,21,413.8568548021035,18.072294502983908,4.145488938870834,3.987338515267574,207.15932008060082
0.1193438126244735,0,4.177361133527855,0,0.41606120577388955,5.388614752611372,56.88127364338729,1.3062534414481295,24,279.2618983668966,16.157342483233872,254.5882834200388,5.31461293513469,75.7644387604237
0.10033949437483168,18,15.972620468256514,0,0.684902688753751,5.907055793386411,86.77231528050923,1.1224062835766557,20,184.2383081701364,15.796308674856343,157.5538539766468,5.674874942044004,221.72508660914363
0.10130571141612853,100,12.332868078021196,0,0.4558968827641797,5.760498077978251,43.211623680192936,3.2653704065851916,11,168.97608701741848,15.827943081453501,119.3522054245876,4.561720682123303,185.1616755371529
0.18137686473023856,0,10.42029978776528,0,0.8316516652881099,7.116833775529955,96.65907702233167,2.243557171616184,11,630.223766338482,17.891334031560383,263.0375328975509,16.490348116596607,118.56707297392553
0.3719639154304272,0,26.995000370618175,0,0.83741396655997,6.186416169744047,45.221510010171805,3.0075933390421956,7,256.469475611058,18.476693561208258,333.86740871588205,15.005464749781861,227.3080780321452
0.28276853339016833,100,0.654701903264685,0,0.4783723225687959,5.268368261091472,14.278563666788468,2.6940685187409485,21,138.9709704677829,16.517417535154422,223.35684653146947,16.350278393210356,137.78900294309608
0.17211149627697075,0,19.913690585267673,0,0.4379962523779443,7.890440685155783,38.94346800776732,1.668291377895219,10,658.2621846871202,21.68691450213043,12.437848777222404,8.081667248181802,216.97847271195283
0.47318543694989934,0,28.901833026406514,0,0.5467823832397388,6.049308331520223,95.17024063905372,2.6574654999845673,4,207.8431570024536,12.838457180044811,184.56047633023041,8.501411797005531,151.71158080798438
0.07511726436366933,0,16.805045503855258,0,0.4443189511080893,6.768839675968897,31.97208493398542,1.4673372262566062,5,537.6022642133478,15.47047025953777,185.10397635758923,5.331821748839877,139.81965952727901
0.17275775600120113,100,28.104673860992754,0,0.7034303059750222,5.391773492555241,86.80981598670628,5.449294653921576,5,337.05029001350425,16.19074683125441,217.51939792184314,4.837821165173334,199.6112158196469
0.22813860911042352,100,1.567736378580713,0,0.7956388107289714,6.3631156277445236,88.12506816818897,1.379905236447068,11,188.53617968391663,12.169213434649432,268.3835604174209,7.469759408115397,104.97769528406002
0.3044673439298875,100,12.563799572224841,0,0.7038552785467302,6.311109991143195,35.01865243319611,2.4647918568451406,9,390.1366854780519,15.649571876682252,7.727361413736178,10.238734342154403,194.33242095361524
0.768968005515456,0,7.804733728861535,0,0.7946102683496097,4.110350707903847,8.325765805063213,1.614239916541282,16,110.3662027928376,14.737099171728426,200.8050497599002,13.435279905855,261.2522992505254
0.11136793106434514,80,21.924628949421894,0,0.5381952973244846,8.01527511046064,72.45579091588182,3.6154292382983133,9,688.7314877587922,17.06036270227481,235.3231077522363,5.62378783274267,333.89594725947177
0.36101457751656385,70,29.4389127149174,0,0.3937901824253165,7.290644460922547,31.1512299013986,2.3031651160969795,22,459.44857293930005,15.364105471832692,137.3413545664208,3.949674125415079,310.44674674344543
0.4487523606548803,0,7.6959018733274345,0,0.7427705684385553,5.602804683854012,78.29236142575724,2.0973332151726662,4,197.41200763557327,19.26182134946461,267.34609063617324,10.665268135973143,345.12866838275244
0.023781924878204273,70,19.625238044222233,0,0.5162847030849324,4.8977302595441445,44.26548482604331,4.164518957399024,2,265.8862228722893,17.099324954076486,91.27108685166844,2.9770361475540805,167.45245873027056
0.46766651032480505,0,5.942928982792203,0,0.7027624951374796,6.347561613803552,48.52667423426216,2.758577906956221,14,413.58263449696864,13.297622334962643,126.94893322698064,7.245602372406151,133.31713884386008
0.09348062598870821,0,16.959907637148298,0,0.4623863651890594,6.086697699414397,77.79094067485369,3.519511575309393,3,232.20856797088405,19.500613241443475,385.1021389697304,7.726471676364697,278.3077839103903
0.03363196543965212,0,13.917974600650085,0,0.3487377808840036,6.355668948563229,38.23633310616279,1.6641875256313767,18,288.01941305076014,12.992288960826766,139.22814834445606,6.114152093232352,163.338993611233
1.4868438967534654,0,29.16015988894611,0,0.8955490772926582,6.19157739619409,44.31273453229145,1.3466116224297957,21,474.06989496468424,20.390491680793573,138.600354946298,3.412268931184978,201.35912494592486
